,species_name,color
1000,danthonia unispicata,Green
1001,daphne laureola,green
1002,daphne laureola,green
1003,daphne mezereum,pink
1004,dasiphora fruticosa,yellow
1005,dasylirion wheeleri,White
1006,datura metel,purple
1007,datura metel,white
1008,datura stramonium,white
1009,datura stramonium,green
1010,datura stramonium,purple
1011,datura stramonium,white
1012,datura stramonium,yellow
1013,daucus carota,white
1014,daucus carota,white
1015,decodon verticillatus,Red
1016,delonix regia,Orange
1017,delonix regia,orange
1018,delonix regia,red
1019,delphinium ajacis,violet
1020,delphinium andersonii,Purple
1021,delphinium consolida,blue
1022,delphinium elatum,blue
1023,delphinium glaucum,Purple
1024,dermatophyllum secundiflorum,Purple
1025,deschampsia danthonioides,Yellow
1026,deschampsia elongata,Yellow
1027,descurainia sophia,yellow
1028,desmanthus illinoensis,White
1029,desmanthus virgatus,White
1030,desmodium incanum,Purple
1031,desmodium paniculatum,Purple
1032,desmodium perplexum,White
1033,desmodium tortuosum,Blue
1034,deutzia gracilis,White
1035,dianthus armeria,purple
1036,dianthus barbatus,red
1037,dianthus deltoides,red
1038,dicentra formosa,Purple
1039,dichanthium annulatum,Yellow
1040,dichrostachys cinerea,pink
1041,dichrostachys cinerea,white
1042,dichrostachys cinerea,yellow
1043,dictamnus albus,red
1044,diervilla lonicera,Purple
1045,dieteria bigelovii,Purple
1046,dietes bicolor,brown
1047,dietes bicolor,white
1048,dietes bicolor,yellow
1049,dietes grandiflora,brown
1050,dietes grandiflora,purple
1051,dietes grandiflora,white
1052,dietes grandiflora,yellow
1053,digitalis grandiflora,yellow
1054,digitalis lanata,brown
1055,digitalis lutea,yellow
1056,digitalis purpurea,purple
1057,digitalis purpurea,Purple
1058,digitalis purpurea,pink
1059,digitalis purpurea,purple
1060,digitalis purpurea,white
1061,digitaria californica,White
1062,digitaria ciliaris,Yellow
1063,dimorphotheca sinuata,orange
1064,dimorphotheca sinuata,purple
1065,dimorphotheca sinuata,white
1066,dimorphotheca sinuata,yellow
1067,dioscorea bulbifera,green
1068,diospyros virginiana,Yellow
1069,diplacus nanus,Red
1070,diplotaxis muralis,yellow
1071,diplotaxis tenuifolia,yellow
1072,dipsacus laciniatus,white
1073,dipsacus sativus,violet
1074,dipsacus sativus,violet
1075,distichlis spicata,Yellow
1076,distimake dissectus,purple
1077,distimake dissectus,white
1078,distimake quinquefolius,white
1079,distimake quinquefolius,yellow
1080,dittrichia graveolens,yellow
1081,dodonaea viscosa,White
1082,dodonaea viscosa,green
1083,dodonaea viscosa,yellow
1084,dodonaea viscosa,green
1085,dodonaea viscosa,red
1086,dodonaea viscosa,yellow
1087,doronicum pardalianches,yellow
1088,downingia bicornuta,Purple
1089,downingia laeta,White
1090,draba nemorosa,yellow
1091,draba verna,white
1092,drosera intermedia,white
1093,drosera rotundifolia,white
1094,dryas drummondii,Yellow
1095,drymaria cordata,white
1096,drymocallis arguta,Yellow
1097,drymocallis glandulosa,white
1098,drymocallis glandulosa,Yellow
1099,dulichium arundinaceum,Brown
1100,duranta erecta,blue
1101,duranta erecta,purple
1102,duranta erecta,white
1103,dysphania ambrosioides,green
1104,dysphania ambrosioides,yellow
1105,dysphania botrys,green
1106,dysphania botrys,green
1107,dysphania pumilio,green
1108,dysphania pumilio,green
1109,ebenus pinnata,pink
1110,echinacea pallida,White
1111,echinacea purpurea,Purple
1112,echinochloa colona,Green
1113,echinochloa colona,brown
1114,echinochloa colona,green
1115,echinochloa walteri,Green
1116,echinocystis lobata,white
1117,echinops bannaticus,blue
1118,echinops sphaerocephalus,blue
1119,echium plantagineum,blue
1120,echium plantagineum,pink
1121,echium plantagineum,purple
1122,echium vulgare,pink
1123,eclipta prostrata,White
1124,eclipta prostrata,white
1125,egeria densa,white
1126,ehrharta calycina,Yellow
1127,elaeagnus angustifolia,yellow
1128,elaeagnus angustifolia,Yellow
1129,elaeagnus angustifolia,yellow
1130,elaeagnus commutata,yellow
1131,elaeagnus commutata,Yellow
1132,elaeagnus umbellata,Yellow
1133,eleocharis acicularis,White
1134,eleocharis cellulosa,Green
1135,eleocharis compressa,Green
1136,eleocharis equisetoides,Green
1137,eleocharis obtusa,Yellow
1138,eleocharis palustris,Brown
1139,eleocharis quadrangulata,Green
1140,eleocharis tenuis,Brown
1141,elephantopus carolinianus,Purple
1142,elodea canadensis,white
1143,elodea canadensis,White
1144,elsholtzia ciliata,red
1145,elymus canadensis,Yellow
1146,elymus elymoides,Yellow
1147,elymus glaucus,Yellow
1148,elymus repens,Yellow
1149,elymus smithii,Yellow
1150,elymus violaceus,Yellow
1151,elymus violaceus,Yellow
1152,elymus virginicus,Yellow
1153,empetrum nigrum,red
1154,empetrum nigrum,red
1155,empetrum nigrum,Purple
1156,encelia farinosa,Yellow
1157,engelmannia peristenia,Orange
1158,epilobium anagallidifolium,purple
1159,epilobium brachycarpum,pink
1160,epilobium ciliatum,pink
1161,epilobium coloratum,Red
1162,epilobium glaberrimum,Purple
1163,epilobium hirsutum,pink
1164,epilobium hirsutum,pink
1165,epilobium leptophyllum,Red
1166,epilobium palustre,white
1167,epilobium parviflorum,pink
1168,epipactis helleborine,green
1169,epipactis helleborine,pink
1170,epipactis palustris,white
1171,eragrostis hypnoides,Green
1172,eragrostis intermedia,Yellow
1173,eragrostis lehmanniana,Yellow
1174,eragrostis spectabilis,Green
1175,eragrostis superba,Yellow
1176,eragrostis superba,brown
1177,eragrostis superba,purple
1178,eranthis hyemalis,yellow
1179,erica arborea,white
1180,erica arborea,white
1181,erica carnea,red
1182,erica cinerea,pink
1183,ericameria nauseosa,Yellow
1184,ericameria pinifolia,White
1185,erigeron annuus,white
1186,erigeron bonariensis,white
1187,erigeron bonariensis,pink
1188,erigeron bonariensis,purple
1189,erigeron bonariensis,white
1190,erigeron compositus,White
1191,erigeron eatonii,White
1192,erigeron filifolius,Purple
1193,erigeron linearis,White
1194,erigeron petrophilus,White
1195,erigeron philadelphicus,White
1196,erigeron pulchellus,violet
1197,erigeron strigosus,White
1198,erigeron sumatrensis,white
1199,erigeron sumatrensis,pink
1200,erigeron sumatrensis,white
1201,erigeron sumatrensis,yellow
1202,eriocaulon decangulare,White
1203,eriodictyon crassifolium,Purple
1204,eriogonum elatum,White
1205,eriogonum fasciculatum,White
1206,eriogonum marifolium,Yellow
1207,eriogonum niveum,White
1208,eriogonum sphaerocephalum,Yellow
1209,eriogonum strictum,Yellow
1210,eriogonum thymoides,White
1211,eriogonum umbellatum,Yellow
1212,eriogonum wrightii,White
1213,eriophorum angustifolium,Yellow
1214,eriophorum virginicum,Green
1215,eriophyllum lanatum,yellow
1216,erodium botrys,Purple
1217,erodium cicutarium,pink
1218,erodium cicutarium,pink
1219,erodium cicutarium,pink
1220,erodium moschatum,violet
1221,eruca vesicaria,white
1222,erucastrum gallicum,white
1223,eryngium planum,blue
1224,erysimum cheiranthoides,yellow
1225,erysimum repandum,yellow
1226,erythranthe cardinalis,Red
1227,erythranthe dentata,Yellow
1228,erythranthe moschata,yellow
1229,erythranthe primuloides,Red
1230,erythranthe suksdorfii,Yellow
1231,eschscholzia californica,orange
1232,eschscholzia californica,Orange
1233,eucalyptus camaldulensis,Yellow
1234,eucalyptus camaldulensis,white
1235,eucalyptus globulus,White
1236,eucalyptus globulus,white
1237,eucalyptus robusta,Yellow
1238,eucomis autumnalis,green
1239,eucomis autumnalis,white
1240,eucomis autumnalis,yellow
1241,eucomis autumnalis,green
1242,eugenia uniflora,white
1243,euonymus europaeus,green
1244,euonymus fortunei,Purple
1245,euonymus fortunei,Purple
1246,eupatorium cannabinum,pink
1247,euphorbia amygdaloides,green
1248,euphorbia cyparissias,green
1249,euphorbia epithymoides,yellow
1250,euphorbia epithymoides,green
1251,euphorbia esula,green
1252,euphorbia falcata,blue
1253,euphorbia helioscopia,green
1254,euphorbia heterophylla,green
1255,euphorbia heterophylla,white
1256,euphorbia hirta,pink
1257,euphorbia hirta,white
1258,euphorbia hypericifolia,green
1259,euphorbia hyssopifolia,green
1260,euphorbia hyssopifolia,white
1261,euphorbia lathyris,green
1262,euphorbia maculata,green
1263,euphorbia nutans,green
1264,euphorbia peplus,green
1265,euphorbia prostrata,green
1266,euphorbia segetalis,yellow
1267,euphorbia segetalis,yellow
1268,euphorbia serpens,green
1269,euphorbia thymifolia,pink
1270,euphorbia thymifolia,red
1271,euphorbia tirucalli,green
1272,euphorbia tirucalli,yellow
1273,euphrasia nemorosa,white
1274,euphrasia officinalis,white
1275,euphrasia stricta,violet
1276,eurybia integrifolia,Purple
1277,eurybia macrophylla,violet
1278,eurybia macrophylla,Purple
1279,euthamia graminifolia,yellow
1280,euthamia occidentalis,Yellow
1281,evolvulus alsinoides,blue
1282,evolvulus alsinoides,purple
1283,evolvulus alsinoides,white
1284,fagopyrum esculentum,white
1285,fagopyrum esculentum,White
1286,fagus grandifolia,Yellow
1287,falcaria vulgaris,white
1288,fallopia baldschuanica,white
1289,fallopia convolvulus,green
1290,fallugia paradoxa,Purple
1291,fendlera rupicola,White
1292,festuca californica,Yellow
1293,festuca campestris,Yellow
1294,festuca idahoensis,Yellow
1295,festuca occidentalis,Yellow
1296,festuca rubra,Yellow
1297,festuca subulata,Yellow
1298,ficaria verna,yellow
1299,ficaria verna,yellow
1300,filago pyramidata,yellow
1301,filipendula ulmaria,white
1302,filipendula vulgaris,white
1303,fimbristylis cymosa,brown
1304,fimbristylis cymosa,green
1305,fimbristylis cymosa,yellow
1306,fimbristylis dichotoma,white
1307,flacourtia indica,green
1308,flacourtia indica,yellow
1309,flacourtia indica,green
1310,flourensia cernua,Yellow
1311,foeniculum vulgare,yellow
1312,forestiera acuminata,Green
1313,forsythia suspensa,yellow
1314,forsythia suspensa,Yellow
1315,fothergilla gardenii,White
1316,fouquieria splendens,Red
1317,fragaria chiloensis,White
1318,fragaria vesca,white
1319,frangula alnus,green
1320,frangula alnus,Yellow
1321,frangula caroliniana,Yellow
1322,frangula purshiana,White
1323,franklinia alatamaha,White
1324,fraxinus americana,Yellow
1325,fraxinus anomala,Yellow
1326,fraxinus caroliniana,Green
1327,fraxinus latifolia,Green
1328,fraxinus nigra,White
1329,fraxinus pennsylvanica,brown
1330,fraxinus pennsylvanica,Green
1331,fraxinus velutina,Yellow
1332,freesia laxa,pink
1333,freesia laxa,red
1334,freesia leichtlinii,orange
1335,freesia leichtlinii,pink
1336,freesia leichtlinii,white
1337,freesia leichtlinii,yellow
1338,freesia leichtlinii,white
1339,freesia leichtlinii,yellow
1340,fremontodendron californicum,Yellow
1341,fritillaria meleagris,brown
1342,fritillaria pudica,Yellow
1343,fumaria capreolata,pink
1344,fumaria capreolata,white
1345,fumaria muralis,purple
1346,fumaria officinalis,purple
1347,fumaria parviflora,white
1348,fumaria vaillantii,pink
1349,furcraea foetida,green
1350,furcraea foetida,white
1351,gagea serotina,white
1352,gaillardia aristata,Yellow
1353,gaillardia pulchella,Yellow
1354,galanthus nivalis,white
1355,galega officinalis,blue
1356,galeopsis bifida,red
1357,galeopsis ladanum,purple
1358,galeopsis ladanum,purple
1359,galeopsis tetrahit,red
1360,galinsoga parviflora,white
1361,galinsoga parviflora,white
1362,galinsoga parviflora,yellow
1363,galinsoga quadriradiata,white
1364,galinsoga quadriradiata,white
1365,galinsoga quadriradiata,yellow
1366,galinsoga quadriradiata,white
1367,galinsoga quadriradiata,yellow
1368,galium album,white
1369,galium aparine,white
1370,galium aparine,Green
1371,galium aparine,white
1372,galium asprellum,White
1373,galium boreale,white
1374,galium boreale,White
1375,galium mollugo,white
1376,galium obtusum,White
1377,galium odoratum,white
1378,galium oreganum,Yellow
1379,galium palustre,white
1380,galium parisiense,yellow
1381,galium spurium,white
1382,galium trifidum,White
1383,galium verum,yellow
1384,galium verum,yellow
1385,galium verum,yellow
1386,garrya wrightii,White
1387,gaultheria hispidula,White
1388,gaultheria procumbens,White
1389,gaultheria shallon,White
1390,gaylussacia baccata,White
1391,gaylussacia dumosa,White
1392,gaylussacia frondosa,White
1393,genista tinctoria,yellow
1394,gentiana andrewsii,Purple
1395,gentiana calycosa,Blue
1396,gentiana clausa,Purple
1397,gentianella amarella,violet
1398,geranium columbinum,purple
1399,geranium dissectum,red
1400,geranium incanum,pink
1401,geranium incanum,white
1402,geranium lucidum,red
1403,geranium macrorrhizum,purple
1404,geranium molle,pink
1405,geranium oreganum,Purple
1406,geranium phaeum,brown
1407,geranium pratense,blue
1408,geranium purpureum,purple
1409,geranium pusillum,pink
1410,geranium pyrenaicum,violet
1411,geranium richardsonii,Purple
1412,geranium robertianum,purple
1413,geranium rotundifolium,pink
1414,geranium sanguineum,purple
1415,geranium sibiricum,pink
1416,geranium viscosissimum,Purple
1417,geum canadense,White
1418,geum laciniatum,White
1419,geum macrophyllum,Yellow
1420,geum rivale,red
1421,geum rivale,Purple
1422,geum triflorum,Purple
1423,geum urbanum,yellow
1424,geum vernum,Yellow
1425,gladiolus communis,pink
1426,gladiolus dalenii,brown
1427,gladiolus dalenii,green
1428,gladiolus dalenii,orange
1429,gladiolus dalenii,red
1430,gladiolus dalenii,yellow
1431,gladiolus dalenii,brown
1432,gladiolus dalenii,green
1433,gladiolus dalenii,orange
1434,gladiolus dalenii,red
1435,gladiolus dalenii,yellow
1436,glandularia aristigera,blue
1437,glandularia aristigera,purple
1438,glandularia aristigera,blue
1439,glandularia aristigera,purple
1440,glaucium flavum,yellow
1441,glebionis coronaria,yellow
1442,glechoma hederacea,violet
1443,gleditsia aquatica,Green
1444,gleditsia triacanthos,Yellow
1445,gliricidia sepium,Green
1446,gliricidia sepium,pink
1447,gliricidia sepium,yellow
1448,gloriosa superba,brown
1449,gloriosa superba,green
1450,gloriosa superba,orange
1451,gloriosa superba,purple
1452,gloriosa superba,red
1453,gloriosa superba,yellow
1454,glyceria canadensis,Green
1455,glyceria striata,Green
1456,glycyrrhiza lepidota,White
1457,gnaphalium uliginosum,yellow
1458,gomphocarpus physocarpus,green
1459,gomphocarpus physocarpus,white
1460,gomphrena globosa,white
1461,goodyera repens,white
1462,gordonia lasianthus,White
1463,gossypium hirsutum,white
1464,gossypium hirsutum,yellow
1465,grayia spinosa,Red
1466,grewia occidentalis,purple
1467,guaiacum sanctum,Blue
1468,guazuma ulmifolia,yellow
1469,gutierrezia sarothrae,Yellow
1470,gypsophila paniculata,white
1471,gypsophila scorzonerifolia,pink
1472,halerpestes cymbalaria,Yellow
1473,halesia carolina,White
1474,halesia diptera,White
1475,hamamelis virginiana,Yellow
1476,hamelia patens,orange
1477,hamelia patens,red
1478,hamelia patens,yellow
1479,hedera helix,green
1480,hedysarum alpinum,Purple
1481,hedysarum boreale,Red
1482,hedysarum boreale,Red
1483,hedysarum sulphurescens,White
1484,helenium autumnale,Yellow
1485,helenium flexuosum,Yellow
1486,helianthella uniflora,Yellow
1487,helianthus angustifolius,Yellow
1488,helianthus annuus,yellow
1489,helianthus annuus,Yellow
1490,helianthus annuus,orange
1491,helianthus annuus,yellow
1492,helianthus debilis,Yellow
1493,helianthus grosseserratus,Yellow
1494,helianthus maximiliani,Yellow
1495,helianthus nuttallii,Yellow
1496,helianthus tuberosus,yellow
1497,helianthus tuberosus,Yellow
1498,heliotropium curassavicum,White
1499,heliotropium curassavicum,green
1500,heliotropium curassavicum,yellow
1501,heliotropium europaeum,white
1502,heliotropium europaeum,white
1503,heliotropium indicum,pink
1504,heliotropium indicum,white
1505,helleborus foetidus,green
1506,helminthotheca echioides,yellow
1507,hemerocallis fulva,yellow
1508,hemerocallis lilioasphodelus,yellow
1509,heracleum mantegazzianum,white
1510,heracleum sphondylium,white
1511,heracleum sphondylium,White
1512,heracleum sphondylium,white
1513,herniaria hirsuta,green
1514,hesperantha coccinea,pink
1515,hesperantha coccinea,red
1516,hesperantha coccinea,white
1517,hesperis matronalis,violet
1518,hesperis matronalis,Purple
1519,heteropogon contortus,Yellow
1520,heteropogon contortus,brown
1521,heteropogon contortus,green
1522,heteropogon contortus,white
1523,heuchera cylindrica,White
1524,heuchera sanguinea,Red
1525,hibiscus acetosella,pink
1526,hibiscus acetosella,purple
1527,hibiscus acetosella,red
1528,hibiscus aculeatus,White
1529,hibiscus laevis,Purple
1530,hibiscus rosa-sinensis,pink
1531,hibiscus rosa-sinensis,red
1532,hibiscus trionum,yellow
1533,hieracium albiflorum,White
1534,hieracium lachenalii,yellow
1535,hieracium lachenalii,yellow
1536,hieracium maculatum,yellow
1537,hieracium murorum,yellow
1538,hieracium sabaudum,yellow
1539,hieracium sabaudum,yellow
1540,hieracium umbellatum,yellow
1541,hilaria belangeri,Yellow
1542,hilaria jamesii,Yellow
1543,hilaria mutica,Yellow
1544,hilaria rigida,Yellow
1545,hippeastrum puniceum,pink
1546,hippeastrum puniceum,red
1547,hippeastrum puniceum,white
1548,hippuris vulgaris,Green
1549,holcus lanatus,Green
1550,holodiscus discolor,White
1551,holosteum umbellatum,white
1552,honckenya peploides,white
1553,hopia obtusa,Yellow
1554,hordeum brachyantherum,Yellow
1555,hordeum pusillum,Yellow
1556,hosackia crassifolia,Yellow
1557,hottonia palustris,pink
1558,hudsonia tomentosa,Yellow
1559,humulus lupulus,green
1560,hyacinthoides hispanica,blue
1561,hyacinthoides non-scripta,blue
1562,hydrangea macrophylla,Blue
1563,hydrangea quercifolia,White
1564,hydrocharis morsus-ranae,white
1565,hydrolea quadrivalvis,Blue
1566,hydrolea spinosa,blue
1567,hydrolea spinosa,purple
1568,hydrophyllum capitatum,Purple
1569,hydrophyllum occidentale,White
1570,hylotelephium telephium,purple
1571,hylotelephium telephium,pink
1572,hymenocallis liriosme,White
1573,hymenocallis littoralis,white
1574,hyoscyamus niger,yellow
1575,hyoscyamus niger,yellow
1576,hypericum anagalloides,Yellow
1577,hypericum ascyron,Yellow
1578,hypericum boreale,Yellow
1579,hypericum calycinum,Yellow
1580,hypericum cistifolium,Yellow
1581,hypericum densiflorum,Yellow
1582,hypericum denticulatum,Yellow
1583,hypericum fasciculatum,Yellow
1584,hypericum galioides,Yellow
1585,hypericum gentianoides,Yellow
1586,hypericum maculatum,yellow
1587,hypericum majus,yellow
1588,hypericum mutilum,Yellow
1589,hypericum perforatum,yellow
1590,hypericum perforatum,yellow
1591,hypericum prolificum,Yellow
1592,hypericum punctatum,Yellow
1593,hypochaeris glabra,yellow
1594,hypochaeris radicata,yellow
1595,hypochaeris radicata,yellow
1596,hypoxis hirsuta,Yellow
1597,hyssopus officinalis,blue
1598,iberis sempervirens,White
1599,iberis umbellata,purple
1600,ilex aquifolium,white
1601,ilex cassine,Yellow
1602,ilex coriacea,White
1603,ilex cornuta,White
1604,ilex crenata,Yellow
1605,ilex decidua,Yellow
1606,ilex glabra,White
1607,ilex opaca,Yellow
1608,ilex verticillata,White
1609,ilex vomitoria,White
1610,iliamna rivularis,Red
1611,impatiens capensis,orange
1612,impatiens capensis,Yellow
1613,impatiens glandulifera,red
1614,impatiens noli-tangere,yellow
1615,impatiens pallida,Yellow
1616,impatiens parviflora,yellow
1617,impatiens walleriana,orange
1618,impatiens walleriana,pink
1619,impatiens walleriana,purple
1620,impatiens walleriana,red
1621,impatiens walleriana,white
1622,indigofera hirsuta,Purple
1623,indigofera hirsuta,pink
1624,indigofera hirsuta,red
1625,indigofera spicata,red
1626,indigofera spicata,white
1627,indigofera tinctoria,white
1628,inula helenium,yellow
1629,iochroma cyaneum,blue
1630,iochroma cyaneum,pink
1631,ipomoea asarifolia,pink
1632,ipomoea batatas,pink
1633,ipomoea batatas,purple
1634,ipomoea batatas,white
1635,ipomoea cairica,purple
1636,ipomoea cairica,white
1637,ipomoea imperati,white
1638,ipomoea imperati,yellow
1639,ipomoea obscura,orange
1640,ipomoea obscura,white
1641,ipomoea obscura,yellow
1642,ipomoea pes-caprae,Red
1643,ipomoea pes-caprae,pink
1644,ipomoea pes-caprae,purple
1645,ipomoea purpurea,blue
1646,ipomoea purpurea,pink
1647,ipomoea purpurea,white
1648,ipomoea quamoclit,red
1649,ipomoea tricolor,blue
1650,ipomoea tricolor,purple
1651,ipomoea tricolor,white
1652,ipomoea tricolor,yellow
1653,iris bracteata,Yellow
1654,iris fulva,Red
1655,iris missouriensis,Purple
1656,iris pallida,blue
1657,iris pseudacorus,yellow
1658,iris sibirica,violet
1659,iris tenax,Purple
1660,iris versicolor,violet
1661,iris virginica,Blue
1662,isatis tinctoria,yellow
1663,isatis tinctoria,yellow
1664,iva frutescens,White
1665,jacaranda mimosifolia,blue
1666,jacaranda mimosifolia,purple
1667,jacobaea vulgaris,yellow
1668,jamesia americana,White
1669,jasione montana,blue
1670,jasminum fluminense,white
1671,jatropha curcas,green
1672,jatropha curcas,yellow
1673,jatropha gossypiifolia,red
1674,jatropha gossypiifolia,yellow
1675,jatropha integerrima,red
1676,juglans cinerea,Green
1677,juglans major,Brown
1678,juglans microcarpa,Green
1679,juglans nigra,Yellow
1680,juglans regia,green
1681,juglans regia,White
1682,juncus articulatus,red
1683,juncus articulatus,Purple
1684,juncus balticus,brown
1685,juncus brachycarpus,Green
1686,juncus bufonius,white
1687,juncus bufonius,Green
1688,juncus bulbosus,green
1689,juncus canadensis,Green
1690,juncus capitatus,white
1691,juncus dichotomus,Green
1692,juncus effusus,green
1693,juncus effusus,Brown
1694,juncus ensifolius,Purple
1695,juncus longistylis,Green
1696,juncus marginatus,Red
1697,juncus marginatus,Brown
1698,juncus megacephalus,Green
1699,juncus mertensianus,Purple
1700,juncus nodosus,Green
1701,juncus parryi,Brown
1702,juncus repens,Green
1703,juncus roemerianus,Green
1704,juncus scirpoides,Green
1705,juncus stygius,green
1706,juncus tenuis,brown
1707,juncus tenuis,Green
1708,juncus torreyi,Green
1709,justicia americana,White
1710,justicia betonica,purple
1711,justicia betonica,white
1712,kalanchoe daigremontiana,pink
1713,kalanchoe daigremontiana,purple
1714,kalanchoe daigremontiana,red
1715,kalanchoe pinnata,green
1716,kalanchoe pinnata,red
1717,kalanchoe pinnata,white
1718,kalmia angustifolia,pink
1719,kalmia latifolia,Purple
1720,kalmia microphylla,Purple
1721,kalmia polifolia,Purple
1722,kalmia procumbens,red
1723,kerria japonica,yellow
1724,kickxia elatine,yellow
1725,kickxia spuria,yellow
1726,kigelia africana,orange
1727,kigelia africana,purple
1728,kigelia africana,red
1729,kigelia africana,yellow
1730,knautia arvensis,blue
1731,kniphofia uvaria,orange
1732,kniphofia uvaria,red
1733,kniphofia uvaria,yellow
1734,koeleria macrantha,Yellow
1735,koelreuteria paniculata,Yellow
1736,koenigia davisiae,Purple
1737,koenigia polystachya,white
1738,krameria erecta,Purple
1739,krascheninnikovia lanata,Yellow
1740,kummerowia stipulacea,White
1741,lablab purpureus,White
1742,laburnum anagyroides,yellow
1743,lachnanthes caroliniana,White
1744,lactuca saligna,yellow
1745,lactuca serriola,yellow
1746,lactuca serriola,yellow
1747,lactuca serriola,yellow
1748,lactuca tatarica,violet
1749,lactuca virosa,yellow
1750,lagenaria siceraria,white
1751,lagerstroemia indica,Purple
1752,laguncularia racemosa,White
1753,laguncularia racemosa,white
1754,lamium album,white
1755,lamium amplexicaule,purple
1756,lamium galeobdolon,yellow
1757,lamium galeobdolon,yellow
1758,lamium galeobdolon,yellow
1759,lamium galeobdolon,yellow
1760,lamium maculatum,purple
1761,lamium purpureum,purple
1762,lamium purpureum,purple
1763,lantana camara,orange
1764,lantana camara,pink
1765,lantana camara,purple
1766,lantana camara,red
1767,lantana camara,white
1768,lantana camara,yellow
1769,lappula squarrosa,blue
1770,lapsana communis,yellow
1771,lathyrus aphaca,yellow
1772,lathyrus aphaca,yellow
1773,lathyrus aphaca,yellow
1774,lathyrus hirsutus,violet
1775,lathyrus hirsutus,Blue
1776,lathyrus japonicus,purple
1777,lathyrus japonicus,Purple
1778,lathyrus latifolius,purple
1779,lathyrus latifolius,pink
1780,lathyrus latifolius,Purple
1781,lathyrus odoratus,red
1782,lathyrus palustris,violet
1783,lathyrus polyphyllus,Red
1784,lathyrus pratensis,yellow
1785,lathyrus sphaericus,red
1786,lathyrus sylvestris,green
1787,lathyrus sylvestris,Purple
1788,lathyrus tuberosus,red
1789,lathyrus tuberosus,Purple
1790,lavandula angustifolia,violet
1791,lavandula angustifolia,violet
1792,lavandula dentata,blue
1793,lavandula dentata,pink
1794,lavandula dentata,purple
1795,lavandula dentata,white
1796,lawsonia inermis,white
1797,leersia lenticularis,Green
1798,leersia oryzoides,Green
1799,leersia virginica,Green
1800,lemna minor,Green
1801,leonotis leonurus,orange
1802,leonotis nepetifolia,orange
1803,leonotis nepetifolia,white
1804,leonurus cardiaca,purple
1805,lepidium campestre,white
1806,lepidium densiflorum,green
1807,lepidium densiflorum,green
1808,lepidium didymum,yellow
1809,lepidium draba,white
1810,lepidium draba,white
1811,lepidium heterophyllum,white
1812,lepidium latifolium,white
1813,lepidium montanum,Yellow
1814,lepidium perfoliatum,yellow
1815,lepidium ruderale,green
1816,lepidium virginicum,white
1817,lespedeza bicolor,Purple
1818,lespedeza capitata,White
1819,lespedeza hirta,White
1820,lespedeza thunbergii,Purple
1821,leucaena leucocephala,White
1822,leucaena retusa,Yellow
1823,leucanthemella serotina,white
1824,leucanthemum vulgare,white
1825,leucanthemum vulgare,White
1826,leucojum aestivum,white
1827,leucojum vernum,white
1828,leucothoe axillaris,White
1829,leucothoe fontanesiana,White
1830,leymus cinereus,Yellow
1831,leymus condensatus,Yellow
1832,leymus triticoides,Yellow
1833,liatris punctata,Purple
1834,liatris pycnostachya,Purple
1835,liatris spicata,Purple
1836,liatris squarrulosa,Purple
1837,ligustrum japonicum,White
1838,ligustrum obtusifolium,White
1839,ligustrum ovalifolium,White
1840,ligustrum vulgare,white
1841,ligustrum vulgare,White
1842,ligustrum vulgare,white
1843,lilium formosanum,pink
1844,lilium formosanum,white
1845,lilium martagon,purple
1846,limnobium spongia,White
1847,limonium carolinianum,Purple
1848,limonium vulgare,violet
1849,limosella aquatica,pink
1850,linaria dalmatica,yellow
1851,linaria repens,white
1852,linaria vulgaris,yellow
1853,lindera benzoin,White
1854,lindernia dubia,white
1855,linnaea borealis,pink
1856,linum catharticum,white
1857,linum lewisii,Blue
1858,linum perenne,blue
1859,linum perenne,blue
1860,linum striatum,Yellow
1861,linum usitatissimum,blue
1862,liparis loeselii,yellow
1863,liquidambar styraciflua,Green
1864,liriodendron tulipifera,Yellow
1865,liriope muscari,Blue
1866,lithospermum officinale,white
1867,lithospermum ruderale,White
1868,lobelia cardinalis,Red
1869,lobelia dortmanna,white
1870,lobelia erinus,blue
1871,lobelia erinus,pink
1872,lobelia erinus,purple
1873,lobelia erinus,white
1874,lobularia maritima,white
1875,lolium multiflorum,Yellow
1876,lolium perenne,Yellow
1877,lolium pratense,Yellow
1878,lomatium canbyi,White
1879,lomatium cous,Yellow
1880,lomatium dissectum,Purple
1881,lomatium macrocarpum,White
1882,lomatium triternatum,Yellow
1883,lonicera caerulea,white
1884,lonicera involucrata,Yellow
1885,lonicera japonica,White
1886,lonicera maackii,White
1887,lonicera periclymenum,white
1888,lonicera sempervirens,Red
1889,lonicera tatarica,pink
1890,lonicera tatarica,Red
1891,lonicera utahensis,Yellow
1892,lonicera xylosteum,white
1893,lotus alpinus,yellow
1894,lotus corniculatus,yellow
1895,lotus corniculatus,Yellow
1896,lotus pedunculatus,yellow
1897,lotus pedunculatus,Yellow
1898,lotus tenuis,yellow
1899,ludwigia decurrens,White
1900,ludwigia erecta,yellow
1901,ludwigia octovalvis,yellow
1902,ludwigia octovalvis,white
1903,ludwigia octovalvis,yellow
1904,ludwigia palustris,green
1905,ludwigia palustris,Green
1906,lunaria annua,purple
1907,lupinus albicaulis,Blue
1908,lupinus arboreus,Yellow
1909,lupinus arcticus,Blue
1910,lupinus argenteus,Blue
1911,lupinus caudatus,Blue
1912,lupinus covillei,Blue
1913,lupinus havardii,Blue
